year,season,crop,region,district,irrigation,land_area_ha,fertilizer_kg,rainfall_mm,farmer_experience_yrs,yield_t_ha,production_kg,price_rs_per_kg,total_revenue_rs
2022,Yala,Cabbage,Up country,Nuwara Eliya,Rainfed,0.237,43.2,168.2,32,22.927,5429.2,105.58,573214.94
2023,Yala,Cucumber,Low country,Kalutara,Irrigated,0.139,15.7,82.3,10,15.454,2096.2,73.67,154427.05
2020,Maha,Ash plantain,Low country,Kalutara,Rainfed,0.425,24.4,222.9,5,11.543,4877.1,65.39,318913.57
2020,Maha,Ash plantain,Low country,Gampaha,Irrigated,0.444,79.7,62.5,15,10.848,4843.4,59.49,288133.87
2022,Maha,Ash pumpkin,Low country,Ratnapura,Rainfed,0.322,78.1,79.2,14,14.989,5005.7,64.57,323218.05
2016,Maha,Luffa,Low country,Gampaha,Irrigated,0.366,68.5,75.0,11,14.513,5332.1,65.97,351758.64
2023,Yala,Ladies fingers,Low country,Ratnapura,Irrigated,0.561,86.9,173.1,15,11.264,6495.4,75.77,492156.46
2022,Yala,Capsicum,Low country,Gampaha,Irrigated,1.786,284.3,240.9,15,10.052,17770.6,163.92,2912956.75
2017,Maha,Tomato,Up country,Badulla,Irrigated,0.657,121.5,27.5,5,14.821,10232.5,76.6,783809.5
2022,Yala,Cabbage,Up country,Nuwara Eliya,Rainfed,0.223,39.8,13.6,0,21.485,4743.6,111.5,528911.4
2016,Yala,Luffa,Low country,Gampaha,Rainfed,0.411,63.2,134.2,11,11.625,4625.2,69.48,321358.9
2020,Maha,Bean (green),Up country,Kandy,Irrigated,0.175,31.6,112.1,13,16.077,2776.2,152.17,422454.35
2020,Maha,Capsicum,Low country,Gampaha,Rainfed,0.406,48.4,252.0,11,6.219,2584.9,220.79,570720.07
2022,Maha,Red pumpkin,Low country,Kalutara,Irrigated,0.187,29.3,150.5,12,17.05,2891.2,93.88,271425.86
2019,Yala,Beetroot,Up country,Badulla,Rainfed,0.532,84.1,120.8,11,16.759,8916.7,77.79,693630.09
2022,Maha,Tomato,Up country,Badulla,Irrigated,0.694,116.9,47.9,16,16.285,11511.3,94.38,1086436.49
2016,Maha,Ash pumpkin,Low country,Kalutara,Rainfed,0.216,14.7,124.7,11,13.572,3003.1,50.08,150395.25
2017,Maha,Capsicum,Low country,Gampaha,Irrigated,0.442,70.6,104.9,11,9.967,4381.1,142.85,625840.14
2022,Yala,Red pumpkin,Low country,Gampaha,Irrigated,0.27,19.1,226.1,9,15.352,4107.5,74.09,304324.68
2019,Maha,Capsicum,Low country,Ratnapura,Rainfed,0.349,57.8,199.7,15,7.562,2742.0,188.54,516976.68
2023,Maha,Tomato,Up country,Nuwara Eliya,Irrigated,0.268,40.9,178.5,10,16.164,4288.9,141.4,606450.46
2020,Yala,Bitter gourd,Low country,Ratnapura,Rainfed,2.462,332.7,69.6,14,11.018,27768.9,86.94,2414228.17
2021,Maha,Ladies fingers,Low country,Ratnapura,Rainfed,0.178,36.2,192.8,20,9.357,1703.6,82.29,140189.24
2018,Maha,Ash pumpkin,Low country,Kurunegala,Irrigated,0.585,44.5,232.6,8,23.759,14019.0,39.23,549965.37
2016,Maha,Carrot,Up country,Nuwara Eliya,Irrigated,0.316,35.9,222.0,23,31.493,10216.7,84.75,865865.32
2017,Yala,Cabbage,Up country,Badulla,Irrigated,0.604,67.5,117.3,10,24.531,14084.5,55.75,785210.88
2020,Yala,Snake gourd,Low country,Kalutara,Irrigated,0.587,82.6,81.5,17,11.796,6890.7,71.94,495716.96
2023,Maha,Ash plantain,Low country,Kalutara,Rainfed,0.235,52.6,170.9,12,8.09,1877.2,110.64,207693.41
2021,Maha,Radish,Up country,Kandy,Irrigated,0.548,104.3,63.1,11,13.177,7336.8,46.17,338740.06
2016,Maha,Ash plantain,Low country,Kurunegala,Irrigated,0.136,21.4,175.4,3,14.396,1881.1,58.35,109762.18
2018,Maha,Luffa,Low country,Kalutara,Rainfed,0.178,24.5,32.4,2,7.763,1423.3,98.07,139583.03
2018,Yala,Ladies fingers,Low country,Kurunegala,Irrigated,0.481,67.6,114.2,13,10.638,4880.6,58.04,283270.02
2017,Maha,Luffa,Low country,Gampaha,Irrigated,0.47,63.7,131.0,9,12.626,5924.6,63.69,377337.77
2020,Yala,Radish,Up country,Nuwara Eliya,Irrigated,0.7,82.4,180.6,22,25.957,18305.2,34.05,623292.06
2017,Yala,Bean (green),Up country,Badulla,Irrigated,0.262,26.4,105.0,13,13.784,3490.3,98.58,344073.77
2021,Yala,Ladies fingers,Low country,Kalutara,Rainfed,0.209,35.9,170.2,27,7.186,1474.5,86.72,127868.64
2019,Maha,Ash pumpkin,Low country,Gampaha,Irrigated,0.086,13.5,145.2,22,18.297,1613.0,63.83,102957.79
2017,Yala,Bitter gourd,Low country,Kalutara,Rainfed,1.362,227.5,112.9,18,14.962,20104.2,77.0,1548023.4
2024,Maha,Ash pumpkin,Low country,Gampaha,Rainfed,0.38,40.5,193.2,0,8.872,3400.8,83.66,284510.93
2017,Yala,Snake gourd,Low country,Kurunegala,Irrigated,0.381,50.7,247.9,0,12.243,4665.2,69.82,325724.26
2023,Yala,Radish,Up country,Nuwara Eliya,Irrigated,0.348,86.7,140.6,3,18.131,6012.2,57.14,343537.11
2024,Maha,Cabbage,Up country,Badulla,Irrigated,0.188,20.0,83.8,17,24.382,4465.0,118.7,529995.5
2019,Maha,Knol-khol,Up country,Kandy,Irrigated,0.45,52.0,120.8,18,12.165,5606.7,64.35,360791.14
2021,Maha,Luffa,Low country,Kurunegala,Irrigated,0.612,109.1,188.5,15,11.256,6854.7,99.3,680671.71
2022,Maha,Beetroot,Up country,Kandy,Irrigated,0.277,36.8,141.3,14,12.84,3540.2,119.86,424328.37
2018,Yala,Knol-khol,Up country,Kandy,Irrigated,0.552,56.8,81.9,5,13.611,7696.8,54.87,422323.42
2020,Yala,Tomato,Up country,Kandy,Irrigated,0.874,147.0,146.7,23,21.879,20076.7,73.53,1476239.75
2021,Yala,Ash pumpkin,Low country,Gampaha,Irrigated,0.382,42.6,154.6,17,16.586,6246.2,62.78,392136.44
2016,Yala,Luffa,Low country,Gampaha,Irrigated,0.669,43.3,106.9,9,14.745,9947.0,56.12,558225.64
2020,Yala,Brinjal,Low country,Gampaha,Rainfed,1.191,197.3,199.8,0,14.759,17226.2,51.98,895417.88
2022,Yala,Cabbage,Up country,Kandy,Irrigated,0.188,24.5,197.1,8,23.887,4485.4,106.27,476663.46
2022,Maha,Radish,Up country,Nuwara Eliya,Rainfed,0.687,87.3,120.1,17,15.03,9837.5,45.4,446622.5
2017,Maha,Ash plantain,Low country,Kalutara,Irrigated,0.414,42.9,89.5,2,13.072,5303.9,52.15,276598.38
2017,Maha,Bean (green),Up country,Nuwara Eliya,Rainfed,0.077,11.8,208.6,23,9.003,695.0,193.14,134232.3
2017,Yala,Luffa,Low country,Kalutara,Irrigated,0.377,64.0,110.0,24,14.348,5374.8,72.59,390156.73
2023,Yala,Ash pumpkin,Low country,Kalutara,Irrigated,1.382,225.1,177.1,20,18.706,25785.7,43.56,1123225.09
2017,Yala,Cucumber,Low country,Kalutara,Irrigated,1.014,190.9,49.5,6,15.034,15772.9,29.79,469874.69
2022,Maha,Carrot,Up country,Kandy,Rainfed,4.253,663.6,268.6,16,17.128,74309.0,87.98,6537705.82
2022,Yala,Cabbage,Up country,Badulla,Rainfed,1.143,202.2,250.9,18,23.484,26429.0,60.94,1610583.26
2019,Yala,Luffa,Low country,Gampaha,Irrigated,1.002,236.0,217.4,15,13.108,13205.1,70.52,931223.65
2017,Yala,Tomato,Up country,Nuwara Eliya,Irrigated,0.39,54.6,45.1,9,19.956,7727.9,81.69,631292.15
2017,Yala,Red pumpkin,Low country,Kalutara,Irrigated,0.346,51.3,73.1,7,19.747,7102.0,49.83,353892.66
2017,Maha,Ash pumpkin,Low country,Kalutara,Irrigated,2.388,400.1,127.9,13,21.598,53681.4,26.74,1435440.64
2019,Yala,Red pumpkin,Low country,Kalutara,Irrigated,0.241,29.3,151.9,6,12.9,3081.9,67.99,209538.38
2017,Yala,Ash plantain,Low country,Kalutara,Rainfed,0.21,18.8,87.3,9,12.384,2599.4,63.21,164308.07
2020,Yala,Brinjal,Low country,Kurunegala,Rainfed,0.36,54.2,118.6,18,12.354,4569.6,76.13,347883.65
2020,Yala,Leeks,Up country,Nuwara Eliya,Rainfed,0.601,115.5,11.4,16,29.512,17955.8,83.43,1498052.39
2017,Yala,Bitter gourd,Low country,Kalutara,Irrigated,0.249,72.4,137.9,22,23.655,5965.2,110.88,661421.38
2024,Yala,Tomato,Up country,Nuwara Eliya,Irrigated,0.659,114.2,103.2,6,15.956,10990.1,115.9,1273752.59
2019,Yala,Tomato,Up country,Nuwara Eliya,Rainfed,0.549,122.0,202.6,19,13.816,7355.1,95.29,700867.48
2018,Maha,Radish,Up country,Kandy,Irrigated,0.257,35.7,149.8,23,19.87,5320.8,41.78,222303.02
2018,Yala,Tomato,Up country,Kandy,Rainfed,0.675,88.6,160.1,4,19.654,12778.3,63.92,816788.94
2020,Maha,Beetroot,Up country,Nuwara Eliya,Rainfed,0.81,160.1,91.0,19,11.654,9634.5,80.27,773361.32
2018,Yala,Cabbage,Up country,Kandy,Rainfed,0.604,74.6,188.7,12,23.573,14580.0,55.24,805399.2
2023,Maha,Carrot,Up country,Nuwara Eliya,Irrigated,0.154,32.3,197.5,0,30.005,4683.1,156.84,734497.4
2016,Maha,Snake gourd,Low country,Ratnapura,Rainfed,0.423,53.5,141.8,17,8.396,3462.7,58.47,202464.07
2019,Yala,Cabbage,Up country,Nuwara Eliya,Irrigated,0.416,53.6,195.8,3,29.5,12005.5,70.03,840745.16
2017,Maha,Bitter gourd,Low country,Kalutara,Irrigated,0.321,64.9,234.0,2,11.301,3652.1,122.98,449135.26
2016,Yala,Ladies fingers,Low country,Kalutara,Irrigated,0.176,22.7,123.0,14,11.851,2045.9,57.99,118641.74
2018,Maha,Luffa,Low country,Gampaha,Irrigated,1.006,90.2,116.0,11,9.171,9395.2,62.79,589924.61
2023,Maha,Luffa,Low country,Gampaha,Irrigated,0.087,6.4,224.4,13,11.133,960.3,176.4,169396.92
2024,Maha,Bean (green),Up country,Badulla,Irrigated,0.155,30.6,174.8,10,10.513,1683.9,198.23,333799.5
2017,Yala,Bitter gourd,Low country,Gampaha,Rainfed,1.091,49.4,179.2,13,16.538,18757.1,81.37,1526265.23
2021,Yala,Bitter gourd,Low country,Kurunegala,Rainfed,1.611,176.4,107.2,6,13.021,20637.8,101.85,2101959.93
2023,Yala,Knol-khol,Up country,Nuwara Eliya,Irrigated,0.816,178.5,10.0,8,5.938,4957.1,85.94,426013.17
2022,Yala,Luffa,Low country,Kurunegala,Rainfed,0.316,36.5,90.9,8,13.107,4188.0,111.76,468050.88
2022,Yala,Bean (green),Up country,Kandy,Rainfed,1.244,270.9,181.8,20,8.85,10811.9,116.28,1257207.73
2023,Maha,Luffa,Low country,Kalutara,Irrigated,0.22,35.7,165.4,18,12.836,2841.4,131.04,372337.06
2018,Yala,Knol-khol,Up country,Kandy,Irrigated,0.247,18.4,112.4,14,16.159,3927.0,68.51,269038.77
2022,Yala,Carrot,Up country,Kandy,Irrigated,0.326,82.7,79.3,10,20.787,6856.2,153.1,1049684.22
2019,Yala,Brinjal,Low country,Gampaha,Irrigated,0.305,48.9,97.3,9,13.885,4107.4,72.33,297088.24
2019,Yala,Ash plantain,Low country,Gampaha,Irrigated,0.267,70.5,154.2,16,11.251,3098.9,71.1,220331.79
2016,Yala,Bean (green),Up country,Nuwara Eliya,Rainfed,0.551,76.3,102.1,21,8.481,4633.6,85.06,394134.02
2020,Maha,Red pumpkin,Low country,Ratnapura,Rainfed,0.752,77.6,45.1,7,10.168,7607.8,59.56,453120.57
2016,Maha,Ash pumpkin,Low country,Kurunegala,Irrigated,0.309,35.4,124.6,15,16.179,5111.5,41.53,212280.6
2017,Yala,Carrot,Up country,Kandy,Irrigated,0.265,57.3,151.9,13,21.383,5394.5,81.05,437224.22
2023,Maha,Carrot,Up country,Kandy,Irrigated,1.99,286.9,154.7,9,25.402,53734.4,105.66,5677576.7
2023,Maha,Ash plantain,Low country,Ratnapura,Irrigated,0.288,48.4,166.7,8,11.739,3626.7,86.96,315377.83
2021,Yala,Leeks,Up country,Kandy,Irrigated,0.567,78.8,246.8,19,25.351,14291.2,95.84,1369668.61
2022,Maha,Bitter gourd,Low country,Ratnapura,Irrigated,1.197,164.2,271.3,5,9.662,11651.2,114.16,1330100.99
2021,Yala,Radish,Up country,Kandy,Irrigated,0.536,74.2,69.4,8,25.796,14899.3,42.66,635604.14
2022,Yala,Ladies fingers,Low country,Kurunegala,Rainfed,0.624,121.2,260.4,20,7.487,4804.1,77.36,371645.18
2021,Maha,Luffa,Low country,Kalutara,Irrigated,0.412,76.5,109.6,14,12.084,4659.5,112.7,525125.65
2017,Maha,Red pumpkin,Low country,Kalutara,Rainfed,1.816,312.9,111.6,7,10.468,18994.2,42.13,800225.65
2018,Maha,Ladies fingers,Low country,Kalutara,Rainfed,0.602,93.8,102.2,11,7.762,4533.5,59.21,268428.54
2023,Maha,Snake gourd,Low country,Gampaha,Irrigated,0.494,74.2,305.0,14,17.954,8462.7,95.55,808610.99
2024,Maha,Ash pumpkin,Low country,Kalutara,Irrigated,0.432,86.3,35.7,16,15.53,6502.9,65.0,422688.5
2022,Yala,Capsicum,Low country,Kalutara,Irrigated,0.354,55.1,190.7,10,6.896,2429.0,261.12,634260.48
2019,Maha,Ash pumpkin,Low country,Gampaha,Irrigated,0.154,30.7,184.8,17,16.297,2557.8,61.66,157713.95
2018,Yala,Tomato,Up country,Kandy,Rainfed,0.692,109.4,58.8,23,17.788,12506.8,71.43,893360.72
2019,Maha,Capsicum,Low country,Kalutara,Rainfed,0.277,42.1,70.6,0,6.579,1813.7,220.39,399721.34
2023,Maha,Red pumpkin,Low country,Kurunegala,Rainfed,0.097,15.3,153.6,17,10.299,985.8,125.26,123481.31
2021,Maha,Ash pumpkin,Low country,Kalutara,Irrigated,0.243,45.2,140.0,10,23.646,6313.4,56.75,358285.45
2020,Yala,Bean (green),Up country,Badulla,Irrigated,0.642,24.4,176.6,6,8.267,5157.1,131.01,675631.67
2021,Maha,Red pumpkin,Low country,Gampaha,Irrigated,0.27,36.5,120.9,14,11.597,3032.9,84.39,255946.43
2016,Maha,Tomato,Up country,Nuwara Eliya,Rainfed,0.155,21.4,158.9,4,12.034,1853.2,94.07,174330.52
2023,Maha,Bitter gourd,Low country,Kalutara,Irrigated,0.706,167.2,196.5,22,7.666,5468.1,164.85,901416.28
2021,Yala,Tomato,Up country,Kandy,Irrigated,0.05,7.9,244.1,10,17.052,824.8,171.2,141205.76
2024,Yala,Leeks,Up country,Badulla,Irrigated,0.522,55.2,196.4,22,30.414,15120.3,125.03,1890491.11
2023,Maha,Radish,Up country,Nuwara Eliya,Irrigated,0.175,23.8,155.8,17,13.515,2293.7,83.02,190422.97
2023,Yala,Cucumber,Low country,Kurunegala,Rainfed,0.206,25.3,142.3,18,12.082,2524.5,78.53,198248.98
2020,Yala,Beetroot,Up country,Kandy,Irrigated,0.062,7.2,131.0,6,34.723,2196.7,99.26,218044.44
2020,Yala,Leeks,Up country,Kandy,Rainfed,0.199,18.9,153.6,16,14.771,3062.0,118.03,361407.86
2024,Maha,Snake gourd,Low country,Kurunegala,Irrigated,0.257,36.9,142.3,10,12.843,3408.2,120.18,409597.48
2020,Yala,Brinjal,Low country,Gampaha,Rainfed,0.303,49.6,120.9,8,10.323,3221.1,84.47,272086.32
2016,Yala,Bitter gourd,Low country,Kalutara,Rainfed,0.23,43.2,62.4,17,10.615,2371.4,122.7,290970.78
2017,Yala,Beetroot,Up country,Nuwara Eliya,Irrigated,0.693,162.9,115.7,9,29.475,20440.4,48.57,992790.23
2018,Maha,Luffa,Low country,Kalutara,Rainfed,0.444,43.4,189.0,28,9.839,4356.5,94.07,409815.95
2023,Yala,Beetroot,Up country,Nuwara Eliya,Rainfed,0.183,15.7,129.2,12,16.591,3054.8,122.42,373968.62
2017,Maha,Beetroot,Up country,Nuwara Eliya,Irrigated,0.146,29.8,91.6,27,12.13,1829.4,92.32,168890.21
2022,Maha,Ladies fingers,Low country,Gampaha,Rainfed,0.45,57.0,182.9,8,7.33,3321.1,97.46,323674.41
2020,Maha,Luffa,Low country,Kalutara,Irrigated,0.33,49.6,149.4,6,15.302,5272.8,94.57,498648.7
2022,Maha,Tomato,Up country,Nuwara Eliya,Rainfed,0.132,14.7,184.3,10,11.998,1526.2,171.17,261239.65
2020,Maha,Beetroot,Up country,Nuwara Eliya,Rainfed,0.631,49.6,96.3,17,9.256,5620.2,79.64,447592.73
2021,Yala,Bean (green),Up country,Nuwara Eliya,Irrigated,0.291,29.8,205.5,11,12.399,3541.3,151.55,536684.02
2023,Maha,Radish,Up country,Nuwara Eliya,Irrigated,0.91,204.9,90.4,26,17.178,15801.0,50.63,800004.63
2019,Maha,Snake gourd,Low country,Ratnapura,Irrigated,0.228,50.8,149.2,12,15.457,3461.5,91.09,315308.04
2016,Maha,Ladies fingers,Low country,Ratnapura,Rainfed,0.694,141.2,150.5,2,10.66,7437.1,43.92,326637.43
2020,Maha,Brinjal,Low country,Ratnapura,Irrigated,0.228,21.2,276.2,4,12.105,2931.7,89.97,263765.05
2022,Maha,Carrot,Up country,Kandy,Irrigated,0.295,52.2,117.4,21,20.736,5882.0,164.72,968883.04
2017,Maha,Cucumber,Low country,Ratnapura,Irrigated,0.082,9.2,150.3,2,16.756,1389.3,59.85,83149.6
2021,Yala,Brinjal,Low country,Kalutara,Irrigated,0.362,49.9,111.5,9,9.378,3281.7,110.31,362004.33
2018,Yala,Red pumpkin,Low country,Gampaha,Rainfed,0.184,35.1,207.3,28,9.382,1738.3,84.44,146782.05
2023,Maha,Brinjal,Low country,Ratnapura,Irrigated,0.103,20.8,105.2,8,11.783,1172.3,137.82,161566.39
2016,Yala,Luffa,Low country,Kurunegala,Irrigated,0.472,56.5,86.2,15,12.851,6189.6,62.99,389882.9
2016,Yala,Luffa,Low country,Kurunegala,Rainfed,0.092,11.5,187.4,3,11.64,1060.3,113.24,120068.37
2019,Yala,Red pumpkin,Low country,Ratnapura,Irrigated,1.203,225.3,122.0,6,12.964,16209.8,51.18,829617.56
2023,Yala,Capsicum,Low country,Kurunegala,Irrigated,0.501,45.2,145.8,0,8.593,4303.1,185.39,797751.71
2024,Yala,Snake gourd,Low country,Gampaha,Irrigated,0.773,124.1,155.8,20,15.563,11930.7,88.6,1057060.02
2020,Yala,Carrot,Up country,Nuwara Eliya,Irrigated,0.719,112.0,196.2,31,27.071,19290.6,100.89,1946228.63
2016,Maha,Ash plantain,Low country,Kalutara,Irrigated,0.123,22.3,215.9,22,10.587,1288.4,69.8,89930.32
2022,Maha,Tomato,Up country,Kandy,Irrigated,0.48,30.9,159.3,6,11.125,5175.9,141.9,734460.21
2023,Yala,Radish,Up country,Kandy,Rainfed,0.175,27.8,184.6,12,20.21,3689.3,63.21,233200.65
2022,Yala,Ash pumpkin,Low country,Gampaha,Rainfed,0.375,42.3,105.4,14,10.341,3688.0,64.61,238281.68
2022,Yala,Knol-khol,Up country,Kandy,Irrigated,0.119,16.9,125.1,12,12.653,1462.4,128.05,187260.32
2017,Maha,Brinjal,Low country,Kurunegala,Irrigated,0.299,43.3,160.4,7,12.395,3742.6,73.48,275006.25
2020,Maha,Cucumber,Low country,Ratnapura,Irrigated,0.316,59.7,64.2,10,13.043,4134.5,51.64,213505.58
2022,Yala,Leeks,Up country,Badulla,Irrigated,0.495,78.0,107.1,17,47.317,22151.4,81.57,1806889.7
2023,Yala,Cabbage,Up country,Nuwara Eliya,Irrigated,0.425,65.4,229.2,19,30.191,12836.6,79.99,1026799.63
2024,Maha,Red pumpkin,Low country,Kalutara,Irrigated,0.185,29.5,116.9,20,17.265,3088.5,110.38,340908.63
2020,Yala,Brinjal,Low country,Kalutara,Irrigated,0.504,95.1,139.7,4,16.808,8597.9,73.34,630569.99
2021,Maha,Beetroot,Up country,Badulla,Irrigated,0.186,21.9,213.3,19,19.506,3638.5,104.9,381678.65
2022,Maha,Snake gourd,Low country,Gampaha,Rainfed,1.306,187.5,138.1,10,11.873,15698.1,73.37,1151769.6
2023,Yala,Bean (green),Up country,Kandy,Irrigated,0.482,82.8,185.9,13,16.65,7869.3,142.54,1121690.02
2020,Yala,Leeks,Up country,Badulla,Rainfed,0.473,116.7,183.6,8,32.551,15714.2,75.22,1182022.12
2020,Maha,Luffa,Low country,Kurunegala,Irrigated,0.205,25.5,287.3,21,8.503,1745.7,111.44,194540.81
2018,Maha,Snake gourd,Low country,Ratnapura,Rainfed,0.224,24.2,225.7,7,9.551,2093.4,97.1,203269.14
2021,Yala,Ash plantain,Low country,Gampaha,Irrigated,0.803,103.7,64.0,8,11.443,9475.4,62.1,588422.34
2020,Yala,Tomato,Up country,Nuwara Eliya,Rainfed,1.217,268.1,243.2,6,13.15,15592.7,82.83,1291543.34
2023,Yala,Knol-khol,Up country,Badulla,Rainfed,0.652,98.1,174.3,27,11.328,7749.2,80.92,627065.26
2016,Yala,Snake gourd,Low country,Kurunegala,Irrigated,0.24,18.9,177.5,5,13.606,3241.8,57.7,187051.86
2021,Maha,Leeks,Up country,Kandy,Irrigated,0.396,67.6,133.2,10,19.437,7725.8,98.44,760527.75
2021,Maha,Knol-khol,Up country,Kandy,Irrigated,1.301,246.4,221.8,9,15.713,20140.3,52.17,1050719.45
2016,Maha,Red pumpkin,Low country,Ratnapura,Rainfed,0.174,21.6,33.8,7,9.563,1705.2,79.96,136347.79
2022,Maha,Capsicum,Low country,Ratnapura,Irrigated,0.322,36.4,142.3,12,9.734,3205.3,227.15,728083.9
2022,Maha,Bean (green),Up country,Nuwara Eliya,Irrigated,0.584,108.1,71.8,6,14.13,8545.5,124.61,1064854.75
2021,Maha,Bean (green),Up country,Badulla,Irrigated,0.775,127.1,237.3,26,8.585,6457.6,124.16,801775.62
2018,Yala,Brinjal,Low country,Ratnapura,Irrigated,0.457,90.9,134.7,7,7.71,3388.3,72.84,246803.77
2019,Maha,Beetroot,Up country,Kandy,Rainfed,0.449,41.1,148.4,14,12.986,5829.3,85.1,496073.43
2018,Yala,Ladies fingers,Low country,Kalutara,Irrigated,0.941,167.0,116.2,0,11.065,10087.9,51.72,521746.19
2019,Maha,Luffa,Low country,Kurunegala,Irrigated,0.724,80.9,149.9,11,13.092,9787.5,66.44,650281.5
2016,Maha,Bitter gourd,Low country,Gampaha,Irrigated,0.86,143.2,247.3,24,11.431,9509.1,89.42,850303.72
2022,Maha,Carrot,Up country,Badulla,Irrigated,0.264,28.5,197.2,16,29.238,7846.6,147.45,1156981.17
2017,Yala,Capsicum,Low country,Kalutara,Irrigated,0.135,22.9,211.4,6,9.252,1195.6,236.45,282699.62
2018,Maha,Radish,Up country,Kandy,Irrigated,1.476,206.3,131.3,13,19.854,29116.9,26.11,760242.26
2017,Maha,Carrot,Up country,Kandy,Irrigated,0.356,95.2,224.3,21,23.396,8465.8,98.55,834304.59
2024,Yala,Snake gourd,Low country,Gampaha,Irrigated,0.604,56.8,138.3,14,12.774,7366.8,89.4,658591.92
2022,Yala,Bean (green),Up country,Badulla,Rainfed,0.694,54.2,172.5,7,11.63,8264.2,139.75,1154921.95
2022,Maha,Beetroot,Up country,Nuwara Eliya,Irrigated,0.35,57.8,126.7,23,8.731,3015.8,118.06,356045.35
2022,Yala,Capsicum,Low country,Gampaha,Rainfed,0.694,81.8,166.0,5,7.004,4852.6,214.77,1042192.9
2019,Maha,Radish,Up country,Nuwara Eliya,Rainfed,0.276,60.3,216.0,3,11.453,3203.7,54.8,175562.76
2019,Yala,Brinjal,Low country,Kalutara,Irrigated,0.24,29.4,129.1,4,12.126,3004.2,89.68,269416.66
2019,Yala,Ash pumpkin,Low country,Kurunegala,Rainfed,0.699,135.9,53.5,1,14.812,9826.4,44.78,440026.19
2016,Yala,Bean (green),Up country,Kandy,Rainfed,1.076,218.7,140.9,3,10.564,10907.0,82.39,898627.73
2024,Maha,Bitter gourd,Low country,Kalutara,Rainfed,0.346,54.0,120.5,0,9.784,3243.8,240.63,780555.59
2023,Maha,Cabbage,Up country,Badulla,Irrigated,0.078,11.1,165.1,21,18.848,1466.6,161.8,237295.88
2018,Yala,Leeks,Up country,Badulla,Irrigated,0.19,43.4,30.6,13,35.602,6575.4,83.16,546810.26
2023,Maha,Ash plantain,Low country,Kalutara,Irrigated,0.072,8.5,196.8,8,14.356,1040.7,135.02,140515.31
2017,Maha,Knol-khol,Up country,Kandy,Rainfed,0.55,89.8,203.9,12,12.77,7262.8,53.39,387760.89
2018,Yala,Ladies fingers,Low country,Kalutara,Rainfed,0.126,18.9,119.7,7,10.019,1267.9,90.91,115264.79
2017,Yala,Radish,Up country,Nuwara Eliya,Irrigated,0.093,22.2,203.8,13,25.643,2272.6,51.0,115902.6
2021,Yala,Bean (green),Up country,Kandy,Irrigated,0.124,17.4,80.1,24,14.106,1728.3,183.48,317108.48
2022,Yala,Tomato,Up country,Kandy,Irrigated,0.115,14.2,243.7,17,18.935,2183.7,161.36,352361.83
2024,Maha,Cabbage,Up country,Badulla,Rainfed,0.325,49.8,95.9,16,18.283,6143.7,109.37,671936.47
2020,Maha,Leeks,Up country,Badulla,Irrigated,2.04,314.8,218.7,0,38.903,79749.2,58.46,4662138.23
2023,Maha,Ash pumpkin,Low country,Gampaha,Irrigated,0.537,103.9,167.1,10,17.069,8706.9,71.33,621063.18
2024,Maha,Cabbage,Up country,Kandy,Irrigated,0.275,52.5,83.4,19,30.087,8382.6,104.47,875730.22
2024,Maha,Carrot,Up country,Nuwara Eliya,Irrigated,0.432,80.6,10.0,0,28.631,12389.6,162.06,2007858.58
2017,Yala,Snake gourd,Low country,Ratnapura,Rainfed,0.291,58.3,26.0,20,10.656,3169.3,79.54,252086.12
2019,Maha,Ash plantain,Low country,Kalutara,Irrigated,0.251,33.2,134.9,5,12.757,3277.0,68.42,224212.34
2022,Yala,Luffa,Low country,Kurunegala,Irrigated,0.448,37.5,215.2,18,11.309,4976.8,114.71,570888.73
2024,Maha,Cabbage,Up country,Nuwara Eliya,Irrigated,0.302,38.4,122.4,11,25.471,7244.1,120.55,873276.26
2016,Yala,Ladies fingers,Low country,Kurunegala,Irrigated,0.333,86.8,85.8,19,11.376,3864.3,54.54,210758.92
2024,Maha,Brinjal,Low country,Kalutara,Irrigated,0.985,151.0,292.0,4,13.929,13851.1,73.7,1020826.07
2021,Maha,Luffa,Low country,Kalutara,Irrigated,0.331,61.0,116.6,3,9.544,3075.0,102.51,315218.25
2019,Maha,Red pumpkin,Low country,Ratnapura,Rainfed,1.677,198.6,125.5,0,10.515,17082.5,44.49,760000.42
2019,Maha,Ash pumpkin,Low country,Gampaha,Rainfed,0.557,105.3,164.8,2,14.639,8362.5,45.82,383169.75
2020,Maha,Radish,Up country,Kandy,Irrigated,0.574,74.0,232.4,2,15.932,9006.1,44.93,404644.07
2023,Yala,Tomato,Up country,Badulla,Irrigated,0.215,14.7,209.7,17,19.808,4217.9,154.56,651918.62
2017,Yala,Ash plantain,Low country,Kurunegala,Irrigated,0.587,67.3,92.3,14,16.425,9828.5,41.0,402968.5
2024,Maha,Carrot,Up country,Kandy,Rainfed,0.255,38.8,10.0,16,13.924,3673.4,208.44,765683.5
2023,Yala,Luffa,Low country,Ratnapura,Irrigated,0.488,65.5,207.2,0,14.53,7161.3,120.41,862292.13
2018,Maha,Knol-khol,Up country,Kandy,Irrigated,0.621,61.6,195.1,10,11.99,7627.2,61.48,468920.26
2022,Yala,Bean (green),Up country,Nuwara Eliya,Rainfed,0.569,73.6,230.1,1,8.201,4752.1,179.93,855045.35
